instrument_id,name,isin,yfinance_ticker,etoro_ticker,ric,exchange,country_hq,currency,gics_code
EQUVTRSUS92556V1061X,Viatris Inc,US92556V1061,VTRS,,VTRS.OQ,NSM,US,USD,35202010
EQUVZXXUS92343V1044X,Verizon Communications Inc,US92343V1044,VZ,,VZ.N,NYS,US,USD,50101020
EQUWABXUS9297401088X,Westinghouse Air Brake Technologies Corp,US9297401088,WAB,,WAB.N,NYS,US,USD,20106010
EQUWATXUS9418481035X,Waters Corp,US9418481035,WAT,,WAT.N,NYS,US,USD,35203010
EQUWBDXUS9344231041X,Warner Bros Discovery Inc,US9344231041,WBD,,WBD.OQ,NSM,US,USD,50202010
EQUWDAYUS98138H1014X,Workday Inc,US98138H1014,WDAY,,WDAY.OQ,NSM,US,USD,45103010
EQUWDCXUS9581021055X,Western Digital Corp,US9581021055,WDC,,WDC.OQ,NSM,US,USD,45202030
EQUWECXUS92939U1060X,WEC Energy Group Inc,US92939U1060,WEC,,WEC.N,NYS,US,USD,55103010
EQUWEIRGB0009465807X,Weir Group PLC,GB0009465807,WEIR.L,,WEIR.L,LSE,GB,GBp,20106020
EQUWELLUS95040Q1040X,Welltower Inc,US95040Q1040,WELL,,WELL.N,NYS,US,USD,60105010
EQUWFCXUS9497461015X,Wells Fargo & Co,US9497461015,WFC,,WFC.N,NYS,US,USD,40101010
EQUWKLXNL0000395903X,Wolters Kluwer NV,NL0000395903,WKL.AS,,WLSNc.AS,AEX,NL,EUR,20202020
EQUWMXXUS94106L1098X,Waste Management Inc,US94106L1098,WM,,WM.N,NYS,US,USD,20201050
EQUWMBXUS9694571004X,Williams Companies Inc,US9694571004,WMB,,WMB.N,NYS,US,USD,10102040
EQUWMTXUS9311421039X,Walmart Inc,US9311421039,WMT,,WMT.OQ,NSM,US,USD,30101040
EQUWRBXUS0844231029X,W R Berkley Corp,US0844231029,WRB,,WRB.N,NYS,US,USD,40301040
EQUWSMXUS9699041011X,Williams-Sonoma Inc,US9699041011,WSM,,WSM.N,NYS,US,USD,25504060
EQUWSTXUS9553061055X,West Pharmaceutical Services Inc,US9553061055,WST,,WST.N,NYS,US,USD,35203010
EQUWTBXGB00B1KJJ408X,Whitbread PLC,GB00B1KJJ408,WTB.L,,WTB.L,LSE,GB,GBp,25301020
EQUWTWXIE00BDB6Q211X,Willis Towers Watson PLC,IE00BDB6Q211,WTW,,WTW.OQ,NSM,GB,USD,40301010
EQUWYXXUS9621661043X,Weyerhaeuser Co,US9621661043,WY,,WY.N,NYS,US,USD,60108040
EQUWYNNUS9831341071X,Wynn Resorts Ltd,US9831341071,WYNN,,WYNN.OQ,NSM,US,USD,25301010
EQUXELXUS98389B1008X,Xcel Energy Inc,US98389B1008,XEL,,XEL.OQ,NSM,US,USD,55101010
EQUXOMXUS30231G1022X,Exxon Mobil Corp,US30231G1022,XOM,,XOM.N,NYS,US,USD,10102010
EQUXYLXUS98419M1009X,Xylem Inc,US98419M1009,XYL,,XYL.N,NYS,US,USD,20106020
EQUXYZXUS8522341036X,Block Inc,US8522341036,XYZ,,XYZ.N,NYS,US,USD,40201060
EQUYUMXUS9884981013X,Yum! Brands Inc,US9884981013,YUM,,YUM.N,NYS,US,USD,25301040
EQUZALXDE000ZAL1111X,Zalando SE,DE000ZAL1111,ZAL.DE,,ZALG.DE,GER,DE,EUR,25504010
EQUZBHXUS98956P1021X,Zimmer Biomet Holdings Inc,US98956P1021,ZBH,,ZBH.N,NYS,US,USD,35101010
EQUZBRAUS9892071054X,Zebra Technologies Corp,US9892071054,ZBRA,,ZBRA.OQ,NSM,US,USD,45203010
EQUZSXXUS98980G1022X,Zscaler Inc,US98980G1022,ZS,,ZS.OQ,NSM,US,USD,45103020
EQUZTSXUS98978V1035X,Zoetis Inc,US98978V1035,ZTS,,ZTS.N,NYS,US,USD,35202010
